-182.571, 65.701, 2.514,  7.606
-182.566, 65.623, 2.368,  7.639
-182.562, 65.547, 2.298,  7.672
-182.558, 65.472, 2.285,  7.705
-182.554, 65.395, 2.311,  7.738
-182.549, 65.316, 2.376,  7.771
-182.545, 65.234, 2.467,  7.804
-182.540, 65.148, 2.576,  7.837
-182.535, 65.058, 2.698,  7.870
-182.530, 64.963, 2.829,  7.903
-182.524, 64.865, 2.968,  7.936
-182.518, 64.761, 3.113,  7.969
-182.512, 64.652, 3.262,  8.002
-182.506, 64.539, 3.399,  8.035
-182.500, 64.423, 3.494,  8.068
-182.494, 64.306, 3.523,  8.101
-182.487, 64.190, 3.469,  8.134
-182.481, 64.078, 3.347,  8.167
-182.476, 63.972, 3.181,  8.200
-182.470, 63.873, 2.989,  8.233
-182.465, 63.781, 2.775,  8.266
-182.461, 63.695, 2.574,  8.299
-182.457, 63.615, 2.426,  8.332
-182.453, 63.537, 2.353,  8.365
-182.449, 63.460, 2.336,  8.398
-182.445, 63.381, 2.361,  8.431
-182.441, 63.301, 2.424,  8.464
-182.437, 63.217, 2.513,  8.497
-182.433, 63.129, 2.621,  8.530
-182.428, 63.038, 2.742,  8.563
-182.423, 62.942, 2.872,  8.596
-182.418, 62.842, 3.011,  8.629
-182.413, 62.737, 3.155,  8.662
-182.407, 62.627, 3.304,  8.695
-182.402, 62.512, 3.455,  8.728
-182.396, 62.392, 3.594,  8.761
-182.390, 62.269, 3.693,  8.794
-182.384, 62.145, 3.725,  8.827
-182.378, 62.023, 3.675,  8.860
-182.373, 61.904, 3.556,  8.893
-182.367, 61.791, 3.393,  8.926
-182.362, 61.685, 3.202,  8.959
-182.357, 61.585, 2.990,  8.992
-182.353, 61.493, 2.787,  9.025
-182.349, 61.406, 2.634,  9.058
-182.345, 61.321, 2.553,  9.091
-182.341, 61.237, 2.528,  9.124
-182.338, 61.153, 2.545,  9.157
-182.334, 61.066, 2.601,  9.190
-182.330, 60.977, 2.685,  9.223
-182.325, 60.884, 2.789,  9.256
-182.321, 60.787, 2.906,  9.289
-182.316, 60.685, 3.034,  9.322
-182.312, 60.580, 3.171,  9.355
-182.307, 60.469, 3.313,  9.388
-182.301, 60.354, 3.459,  9.421
-182.296, 60.234, 3.609,  9.454
-182.291, 60.109, 3.760,  9.487
-182.285, 59.980, 3.900,  9.520
-182.280, 59.847, 4.000,  9.553
-182.274, 59.712, 4.035,  9.586
-182.268, 59.579, 3.989,  9.619
-182.262, 59.450, 3.874,  9.652
-182.257, 59.327, 3.714,  9.685
-182.252, 59.209, 3.525,  9.718
-182.248, 59.099, 3.314,  9.751
-182.244, 58.996, 3.109,  9.784
-182.240, 58.898, 2.950,  9.817
-182.236, 58.804, 2.857,  9.850
-182.232, 58.710, 2.819,  9.883
-182.228, 58.616, 2.824,  9.916
-182.224, 58.521, 2.870,  9.949
-182.220, 58.423, 2.947,  9.982
-182.216, 58.321, 3.043, 10.015
-182.212, 58.216, 3.156, 10.048
-182.208, 58.106, 3.280, 10.081
-182.204, 57.992, 3.412, 10.114
-182.199, 57.874, 3.551, 10.147
-182.194, 57.751, 3.693, 10.180
-182.189, 57.623, 3.840, 10.213
-182.184, 57.491, 3.988, 10.246
-182.179, 57.353, 4.125, 10.279
-182.173, 57.213, 4.224, 10.312
-182.168, 57.071, 4.258, 10.345
-182.163, 56.930, 4.213, 10.378
-182.158, 56.794, 4.100, 10.411
-182.153, 56.663, 3.941, 10.444
-182.148, 56.538, 3.753, 10.477
-182.144, 56.420, 3.541, 10.510
-182.140, 56.309, 3.335, 10.543
-182.136, 56.204, 3.171, 10.576
-182.132, 56.102, 3.071, 10.609
-182.129, 56.002, 3.024, 10.642
-182.125, 55.902, 3.020, 10.675
-182.122, 55.800, 3.060, 10.708
-182.118, 55.695, 3.131, 10.741
-182.114, 55.588, 3.223, 10.774
-182.111, 55.476, 3.332, 10.807
-182.106, 55.361, 3.452, 10.840
-182.102, 55.242, 3.581, 10.873
-182.098, 55.118, 3.717, 10.906
-182.094, 54.989, 3.857, 10.939
-182.089, 54.856, 4.001, 10.972
-182.085, 54.718, 4.147, 11.005
-182.080, 54.575, 4.295, 11.038
-182.075, 54.428, 4.431, 11.071
-182.070, 54.277, 4.531, 11.104
-182.065, 54.125, 4.567, 11.137
-182.060, 53.974, 4.525, 11.170
-182.055, 53.827, 4.415, 11.203
-182.051, 53.685, 4.258, 11.236
-182.046, 53.550, 4.072, 11.269
-182.042, 53.422, 3.861, 11.302
-182.038, 53.300, 3.654, 11.335
-182.035, 53.185, 3.485, 11.368
-182.031, 53.073, 3.375, 11.401
-182.028, 52.962, 3.316, 11.434
-182.025, 52.853, 3.302, 11.467
-182.021, 52.742, 3.332, 11.500
-182.018, 52.628, 3.395, 11.533
-182.015, 52.512, 3.481, 11.566
-182.011, 52.393, 3.583, 11.599
-182.007, 52.269, 3.698, 11.632
-182.003, 52.142, 3.822, 11.665
-181.999, 52.010, 3.953, 11.698
-181.995, 51.874, 4.089, 11.731
-181.991, 51.733, 4.229, 11.764
-181.987, 51.587, 4.372, 11.797
-181.983, 51.437, 4.517, 11.830
-181.979, 51.282, 4.663, 11.863
-181.974, 51.122, 4.798, 11.896
-181.969, 50.959, 4.897, 11.929
-181.965, 50.795, 4.935, 11.962
-181.960, 50.632, 4.895, 11.995
-181.956, 50.472, 4.787, 12.028
-181.952, 50.318, 4.633, 12.061
-181.947, 50.170, 4.448, 12.094
-181.944, 50.029, 4.239, 12.127
-181.940, 49.895, 4.030, 12.160
-181.937, 49.767, 3.855, 12.193
-181.933, 49.643, 3.735, 12.226
-181.930, 49.521, 3.665, 12.259
-181.927, 49.400, 3.638, 12.292
-181.924, 49.279, 3.657, 12.325
-181.921, 49.155, 3.710, 12.358
-181.918, 49.029, 3.787, 12.391
-181.914, 48.899, 3.882, 12.424
-181.911, 48.766, 3.990, 12.457
-181.908, 48.629, 4.108, 12.490
-181.904, 48.487, 4.233, 12.523
-181.900, 48.342, 4.364, 12.556
-181.897, 48.192, 4.499, 12.589
-181.893, 48.038, 4.637, 12.622
-181.889, 47.879, 4.778, 12.655
-181.885, 47.715, 4.921, 12.688
-181.881, 47.547, 5.064, 12.721
-181.877, 47.373, 5.203, 12.754
-181.873, 47.197, 5.308, 12.787
-181.868, 47.018, 5.354, 12.820
-181.864, 46.841, 5.323, 12.853
-181.860, 46.667, 5.225, 12.886
-181.856, 46.498, 5.079, 12.919
-181.853, 46.334, 4.974, 12.952
-181.849, 46.182, 4.505, 12.985
-181.846, 46.047, 4.028, 13.018
-181.843, 45.929, 3.554, 13.051
-181.841, 45.826, 3.084, 13.084
-181.839, 45.735, 2.796, 13.117
-181.837, 45.640, 2.871, 13.150
-181.835, 45.542, 2.951, 13.183
-181.833, 45.440, 3.048, 13.216
-181.831, 45.334, 3.158, 13.249
-181.828, 45.223, 3.280, 13.282
-181.826, 45.109, 3.411, 13.315
-181.823, 44.989, 3.548, 13.348
-181.821, 44.866, 3.690, 13.381
-181.818, 44.737, 3.836, 13.414
-181.815, 44.604, 3.984, 13.447
-181.812, 44.466, 4.134, 13.480
-181.810, 44.323, 4.286, 13.513
-181.807, 44.176, 4.438, 13.546
-181.803, 44.023, 4.590, 13.579
-181.800, 43.865, 4.743, 13.612
-181.797, 43.703, 4.895, 13.645
-181.794, 43.535, 5.047, 13.678
-181.790, 43.362, 5.200, 13.711
-181.787, 43.185, 5.351, 13.744
-181.783, 43.002, 5.502, 13.777
-181.780, 42.815, 5.646, 13.810
-181.776, 42.623, 5.758, 13.843
-181.772, 42.430, 5.813, 13.876
-181.768, 42.238, 5.790, 13.909
-181.765, 42.048, 5.698, 13.942
-181.762, 41.864, 5.552, 13.975
-181.758, 41.685, 5.374, 14.008
-181.755, 41.513, 5.168, 14.041
-181.752, 41.349, 4.951, 14.074
-181.749, 41.190, 4.767, 14.107
-181.746, 41.036, 4.628, 14.140
-181.744, 40.886, 4.533, 14.173
-181.741, 40.737, 4.479, 14.206
-181.739, 40.588, 4.471, 14.239
-181.736, 40.438, 4.499, 14.272
-181.733, 40.286, 4.554, 14.305
-181.731, 40.131, 4.629, 14.338
-181.728, 39.974, 4.719, 14.371
-181.725, 39.813, 4.820, 14.404
-181.723, 39.649, 4.930, 14.437
-181.720, 39.480, 5.047, 14.470
-181.717, 39.308, 5.169, 14.503
-181.714, 39.131, 5.296, 14.536
-181.711, 38.950, 5.426, 14.569
-181.708, 38.765, 5.558, 14.602
-181.705, 38.576, 5.693, 14.635
-181.702, 38.382, 5.830, 14.668
-181.699, 38.184, 5.967, 14.701
-181.695, 37.981, 6.100, 14.734
-181.692, 37.775, 6.201, 14.767
-181.689, 37.567, 6.247, 14.800
-181.686, 37.360, 6.218, 14.833
-181.683, 37.156, 6.122, 14.866
-181.679, 36.957, 5.974, 14.899
-181.677, 36.764, 5.793, 14.932
-181.674, 36.579, 5.586, 14.965
-181.671, 36.400, 5.365, 14.998
-181.669, 36.228, 5.167, 15.031
-181.666, 36.062, 5.011, 15.064
-181.664, 35.898, 4.907, 15.097
-181.661, 35.737, 4.842, 15.130
-181.659, 35.576, 4.822, 15.163
-181.657, 35.414, 4.839, 15.196
-181.654, 35.251, 4.884, 15.229
-181.652, 35.086, 4.949, 15.262
-181.650, 34.918, 5.031, 15.295
-181.647, 34.747, 5.123, 15.328
-181.645, 34.572, 5.226, 15.361
-181.643, 34.394, 5.337, 15.394
-181.640, 34.212, 5.454, 15.427
-181.638, 34.026, 5.576, 15.460
-181.635, 33.836, 5.701, 15.493
-181.632, 33.642, 5.830, 15.526
-181.630, 33.444, 5.961, 15.559
-181.627, 33.241, 6.094, 15.592
-181.624, 33.034, 6.228, 15.625
-181.622, 32.822, 6.363, 15.658
-181.619, 32.606, 6.499, 15.691
-181.616, 32.386, 6.630, 15.724
-181.613, 32.162, 6.730, 15.757
-181.610, 31.937, 6.776, 15.790
-181.608, 31.712, 6.749, 15.823
-181.605, 31.490, 6.655, 15.856
-181.602, 31.274, 6.510, 15.889
-181.600, 31.063, 6.331, 15.922
-181.597, 30.859, 6.124, 15.955
-181.595, 30.663, 5.904, 15.988
-181.593, 30.473, 5.702, 16.021
-181.591, 30.289, 5.537, 16.054
-181.589, 30.109, 5.418, 16.087
-181.587, 29.931, 5.335, 16.120
-181.585, 29.754, 5.297, 16.153
-181.583, 29.577, 5.295, 16.186
-181.581, 29.400, 5.310, 16.219
-181.579, 29.222, 5.324, 16.252
-181.577, 29.043, 5.347, 16.285
-181.575, 28.863, 5.388, 16.318
-181.573, 28.681, 5.448, 16.351
-181.571, 28.497, 5.528, 16.384
-181.569, 28.309, 5.631, 16.417
-181.567, 28.117, 5.759, 16.450
-181.565, 27.920, 5.900, 16.483
-181.563, 27.719, 6.042, 16.516
-181.561, 27.513, 6.185, 16.549
-181.559, 27.302, 6.327, 16.582
-181.557, 27.087, 6.469, 16.615
-181.555, 26.867, 6.610, 16.648
-181.552, 26.642, 6.751, 16.681
-181.550, 26.413, 6.892, 16.714
-181.548, 26.179, 7.032, 16.747
-181.545, 25.941, 7.172, 16.780
-181.543, 25.698, 7.305, 16.813
-181.541, 25.452, 7.409, 16.846
-181.538, 25.204, 7.462, 16.879
-181.536, 24.956, 7.441, 16.912
-181.534, 24.711, 7.354, 16.945
-181.531, 24.471, 7.214, 16.978
-181.529, 24.237, 7.040, 17.011
-181.527, 24.010, 6.837, 17.044
-181.525, 23.789, 6.617, 17.077
-181.523, 23.576, 6.413, 17.110
-181.521, 23.368, 6.240, 17.143
-181.519, 23.165, 6.108, 17.176
-181.518, 22.965, 6.009, 17.209
-181.516, 22.766, 5.951, 17.242
-181.514, 22.568, 5.930, 17.275
-181.512, 22.370, 5.937, 17.308
-181.511, 22.171, 5.961, 17.341
-181.509, 21.970, 5.996, 17.374
-181.507, 21.768, 6.044, 17.407
-181.506, 21.564, 6.109, 17.440
-181.504, 21.357, 6.194, 17.473
-181.502, 21.147, 6.299, 17.506
-181.500, 20.933, 6.413, 17.539
-181.499, 20.715, 6.531, 17.572
-181.497, 20.494, 6.652, 17.605
-181.495, 20.268, 6.775, 17.638
-181.493, 20.038, 6.900, 17.671
-181.491, 19.804, 7.026, 17.704
-181.489, 19.566, 7.154, 17.737
-181.487, 19.324, 7.283, 17.770
-181.485, 19.077, 7.412, 17.803
-181.483, 18.826, 7.541, 17.836
-181.481, 18.571, 7.671, 17.869
-181.479, 18.312, 7.801, 17.902
-181.477, 18.048, 7.930, 17.935
-181.475, 17.781, 8.055, 17.968
-181.473, 17.510, 8.151, 18.001
-181.471, 17.237, 8.197, 18.034
-181.469, 16.965, 8.171, 18.067
-181.467, 16.696, 8.082, 18.100
-181.465, 16.431, 7.941, 18.133
-181.464, 16.173, 7.765, 18.166
-181.462, 15.921, 7.560, 18.199
-181.460, 15.677, 7.339, 18.232
-181.458, 15.440, 7.129, 18.265
-181.457, 15.209, 6.947, 18.298
-181.455, 14.982, 6.801, 18.331
-181.454, 14.759, 6.686, 18.364
-181.452, 14.539, 6.609, 18.397
-181.451, 14.319, 6.569, 18.430
-181.449, 14.100, 6.560, 18.463
-181.448, 13.881, 6.577, 18.496
-181.446, 13.660, 6.614, 18.529
-181.445, 13.437, 6.668, 18.562
-181.443, 13.212, 6.736, 18.595
-181.442, 12.984, 6.816, 18.628
-181.440, 12.754, 6.904, 18.661
-181.439, 12.520, 6.999, 18.694
-181.437, 12.283, 7.100, 18.727
-181.436, 12.043, 7.205, 18.760
-181.434, 11.799, 7.315, 18.793
-181.432, 11.552, 7.427, 18.826
-181.431, 11.301, 7.543, 18.859
-181.429, 11.046, 7.660, 18.892
-181.428, 10.787, 7.779, 18.925
-181.426, 10.524, 7.899, 18.958
-181.424, 10.257, 8.020, 18.991
-181.423, 9.986, 8.142, 19.024
-181.421, 9.711, 8.265, 19.057
-181.419, 9.432, 8.388, 19.090
-181.418, 9.149, 8.511, 19.123
-181.416, 8.862, 8.634, 19.156
-181.414, 8.571, 8.757, 19.189
-181.413, 8.276, 8.880, 19.222
-181.411, 7.976, 8.999, 19.255
-181.409, 7.674, 9.090, 19.288
-181.407, 7.370, 9.131, 19.321
-181.406, 7.067, 9.104, 19.354
-181.404, 6.767, 9.014, 19.387
-181.402, 6.472, 8.873, 19.420
-181.400, 6.182, 8.697, 19.453
-181.399, 5.899, 8.499, 19.486
-181.397, 5.623, 8.305, 19.519
-181.396, 5.352, 8.132, 19.552
-181.394, 5.086, 7.989, 19.585
-181.393, 4.824, 7.870, 19.618
-181.391, 4.565, 7.784, 19.651
-181.390, 4.307, 7.730, 19.684
-181.389, 4.050, 7.704, 19.717
-181.387, 3.793, 7.703, 19.750
-181.386, 3.535, 7.723, 19.783
-181.385, 3.276, 7.760, 19.816
-181.383, 3.015, 7.811, 19.849
-181.382, 2.752, 7.873, 19.882
-181.380, 2.487, 7.945, 19.915
-181.379, 2.219, 8.024, 19.948
-181.378, 1.949, 8.110, 19.981
-181.376, 1.675, 8.201, 20.014
-181.375, 1.399, 8.296, 20.047
-181.373, 1.119, 8.396, 20.080
-181.372, 0.836, 8.498, 20.113
-181.370, 0.549, 8.604, 20.146
-181.369, 0.259, 8.711, 20.179
-181.367, -0.034, 8.820, 20.212
-181.366, -0.332, 8.931, 20.245
-181.364, -0.633, 9.043, 20.278
-181.363, -0.937, 9.155, 20.311
-181.361, -1.246, 9.269, 20.344
-181.360, -1.558, 9.383, 20.377
-181.358, -1.874, 9.497, 20.410
-181.357, -2.194, 9.612, 20.443
-181.355, -2.517, 9.727, 20.476
-181.353, -2.844, 9.842, 20.509
-181.352, -3.176, 9.956, 20.542
-181.350, -3.511, 10.071, 20.575
-181.348, -3.849, 10.181, 20.608
-181.347, -4.191, 10.265, 20.641
-181.345, -4.534, 10.300, 20.674
-181.343, -4.876, 10.269, 20.707
-181.342, -5.214, 10.177, 20.740
-181.340, -5.549, 10.036, 20.773
-181.339, -5.877, 9.859, 20.806
-181.337, -6.198, 9.659, 20.839
-181.336, -6.513, 9.461, 20.872
-181.334, -6.822, 9.279, 20.905
-181.333, -7.126, 9.122, 20.938
-181.331, -7.426, 8.987, 20.971
-181.330, -7.722, 8.881, 21.004
-181.328, -8.015, 8.804, 21.037
-181.327, -8.308, 8.754, 21.070
-181.326, -8.599, 8.728, 21.103
-181.324, -8.890, 8.725, 21.136
-181.323, -9.182, 8.740, 21.169
-181.322, -9.475, 8.770, 21.202
-181.320, -9.769, 8.813, 21.235
-181.319, -10.065, 8.866, 21.268
-181.317, -10.363, 8.928, 21.301
-181.316, -10.663, 8.998, 21.334
-181.315, -10.966, 9.074, 21.367
-181.313, -11.271, 9.156, 21.400
-181.312, -11.579, 9.242, 21.433
-181.310, -11.890, 9.332, 21.466
-181.309, -12.205, 9.426, 21.499
-181.307, -12.522, 9.522, 21.532
-181.306, -12.842, 9.620, 21.565
-181.304, -13.166, 9.720, 21.598
-181.303, -13.493, 9.822, 21.631
-181.301, -13.824, 9.926, 21.664
-181.300, -14.157, 10.030, 21.697
-181.298, -14.495, 10.136, 21.730
-181.297, -14.836, 10.242, 21.763
-181.295, -15.180, 10.348, 21.796
-181.294, -15.528, 10.456, 21.829
-181.292, -15.879, 10.563, 21.862
-181.290, -16.234, 10.671, 21.895
-181.289, -16.593, 10.779, 21.928
-181.287, -16.955, 10.887, 21.961
-181.285, -17.321, 10.996, 21.994
-181.284, -17.690, 11.104, 22.027
-181.282, -18.063, 11.213, 22.060
-181.280, -18.440, 11.321, 22.093
-181.278, -18.820, 11.430, 22.126
-181.277, -19.204, 11.539, 22.159
-181.275, -19.592, 11.647, 22.192
-181.273, -19.983, 11.751, 22.225
-181.271, -20.376, 11.830, 22.258
-181.269, -20.771, 11.863, 22.291
-181.268, -21.165, 11.832, 22.324
-181.266, -21.556, 11.741, 22.357
-181.264, -21.943, 11.600, 22.390
-181.262, -22.323, 11.429, 22.423
-181.261, -22.698, 11.253, 22.456
-181.259, -23.067, 11.087, 22.489
-181.257, -23.431, 10.938, 22.522
-181.256, -23.791, 10.805, 22.555
-181.254, -24.147, 10.696, 22.588
-181.252, -24.501, 10.611, 22.621
-181.251, -24.853, 10.548, 22.654
-181.249, -25.203, 10.505, 22.687
-181.247, -25.553, 10.482, 22.720
-181.246, -25.903, 10.475, 22.753
-181.244, -26.253, 10.484, 22.786
-181.242, -26.603, 10.505, 22.819
-181.241, -26.955, 10.537, 22.852
-181.239, -27.308, 10.579, 22.885
-181.237, -27.662, 10.628, 22.918
-181.236, -28.019, 10.684, 22.951
-181.234, -28.377, 10.746, 22.984
-181.232, -28.738, 10.813, 23.017
