142.661, 129.645, 5.608, 27.475 False
142.290, 129.643, 5.549, 27.542 False
141.923, 129.641, 5.487, 27.609 False
141.559, 129.639, 5.455, 27.676 False
141.195, 129.637, 5.460, 27.743 False
140.829, 129.634, 5.490, 27.810 False
140.459, 129.632, 5.567, 27.877 False
140.083, 129.630, 5.663, 27.944 False
139.699, 129.627, 5.800, 28.011 False
139.307, 129.625, 5.903, 28.078 False
138.911, 129.622, 5.946, 28.145 False
138.515, 129.620, 5.946, 28.212 False
138.120, 129.617, 5.920, 28.279 False
137.728, 129.615, 5.887, 28.346 False
137.338, 129.612, 5.839, 28.413 False
136.951, 129.609, 5.793, 28.480 False
136.568, 129.607, 5.732, 28.547 False
136.188, 129.604, 5.676, 28.614 False
135.813, 129.602, 5.608, 28.681 False
135.442, 129.599, 5.543, 28.748 False
135.077, 129.597, 5.440, 28.815 False
134.720, 129.594, 5.327, 28.882 False
134.372, 129.592, 5.169, 28.949 False
134.036, 129.589, 4.973, 29.016 False
133.717, 129.587, 4.700, 29.083 False
133.417, 129.585, 4.408, 29.150 False
133.137, 129.582, 4.110, 29.217 False
132.876, 129.580, 3.819, 29.284 False
132.634, 129.578, 3.545, 29.351 False
132.408, 129.577, 3.290, 29.418 False
132.199, 129.575, 3.053, 29.485 False
132.005, 129.573, 2.833, 29.552 False
131.824, 129.572, 2.628, 29.619 False
131.657, 129.570, 2.438, 29.686 False
131.501, 129.569, 2.262, 29.753 False
131.357, 129.568, 2.099, 29.820 False
131.223, 129.567, 1.947, 29.887 False
131.098, 129.566, 1.807, 29.954 False
130.983, 129.565, 1.677, 30.021 False
130.876, 129.562, 1.555, 30.088 False
130.776, 129.560, 1.443, 30.155 False
130.684, 129.559, 1.339, 30.222 False
130.599, 129.558, 1.243, 30.289 False
130.519, 129.557, 1.154, 30.356 False
130.445, 129.557, 1.071, 30.423 False
130.377, 129.556, 0.994, 30.490 False
130.313, 129.555, 0.922, 30.557 False
130.254, 129.555, 0.856, 30.624 False
130.199, 129.554, 0.795, 30.691 False
130.149, 129.554, 0.738, 30.758 False
130.101, 129.553, 0.685, 30.825 False
130.058, 129.553, 0.636, 30.892 False
130.017, 129.552, 0.590, 30.959 False
129.982, 129.552, 0.501, 31.026 False
129.954, 129.551, 0.412, 31.093 False
129.930, 129.551, 0.343, 31.160 False
129.910, 129.550, 0.272, 31.227 False
129.893, 129.550, 0.251, 31.294 False
129.878, 129.550, 0.227, 31.361 False
129.860, 129.550, 0.331, 31.428 False
129.832, 129.550, 0.427, 31.495 False
129.800, 129.549, 0.484, 31.562 False
129.751, 129.549, 0.869, 31.629 False
129.684, 129.548, 1.033, 31.696 False
129.602, 129.547, 1.327, 31.763 False
129.495, 129.546, 1.706, 31.830 False
129.366, 129.545, 2.043, 31.897 False
129.216, 129.543, 2.339, 31.964 False
129.047, 129.542, 2.646, 32.031 False
128.857, 129.540, 2.961, 32.098 False
128.645, 129.538, 3.281, 32.165 False
128.413, 129.535, 3.601, 32.232 False
128.159, 129.533, 3.921, 32.299 False
127.884, 129.530, 4.238, 32.366 False
127.588, 129.528, 4.553, 32.433 False
127.272, 129.525, 4.852, 32.500 False
126.937, 129.521, 5.125, 32.567 False
126.586, 129.518, 5.352, 32.634 False
126.224, 129.515, 5.514, 32.701 False
125.852, 129.512, 5.629, 32.768 False
125.476, 129.508, 5.686, 32.835 False
125.096, 129.505, 5.730, 32.902 False
124.715, 129.502, 5.738, 32.969 False
124.334, 129.499, 5.737, 33.036 False
